,CPU,Chip đồ họa,RAM,Màn hình,Lưu trữ,Kích thước,Khối lượng
149,"AMD Ryzen 5 4500U ( 2.3 GHz - 4.0 GHz / 8MB / 6 nhân, 6 luồng )",AMD Radeon Graphics,8GB Onboard DDR4 3200MHz Không nâng cấp được ),"13.3"" ( 1920 x 1080 ) Full HD cảm ứng , HD webcam",256GB SSD M.2 NVMe /,30.65 x 19.464 x 1.64 cm,1.3 kg
150,"Intel Core i7-10750H ( 2.6 GHz - 5.0 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1660Ti 6GB GDDR6 / Intel UHD Graphics,2 x 8GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),"15.6"" ( 1920 x 1080 ) Full HD IPS 144Hz , không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,35.7 x 24.8 x 2.75 cm,2.3 kg
151,"Intel Core i7-10750H ( 2.6 GHz - 5.0 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce RTX 2060 6GB GDDR6 / Intel UHD Graphics,2 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),"15.6"" ( 1920 x 1080 ) Full HD IPS 240Hz , không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,35.83 x 24.8 x 1.98 cm,2.1 kg
152,"Intel Core i5-1035G4 ( 1.1 GHz - 3.7 GHz / 6MB / 4 nhân, 8 luồng )",Intel Iris Plus Graphics,8GB Onboard DDR4 2666MHz Không nâng cấp được ),"13.3"" ( 1920 x 1080 ) Full HD IPS không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,30.65 x 19.46 x 1.69 cm,1.3 kg
153,"AMD Ryzen 3 3250U ( 2.6 GHz - 3.5 GHz / 4MB / 2 nhân, 4 luồng )",AMD Radeon Graphics,1 x 4GB DDR4 2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1366 x 768 ) HD SVA không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,32.42 x 22.59 x 1.9 cm,1.5 kg
154,"Intel Core i7-10510U ( 1.8 GHz - 4.9 GHz / 8MB / 4 nhân, 8 luồng )",AMD Radeon 610 2GB GDDR5 / Intel UHD Graphics,1 x 8GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD TN không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,38 x 25.8 x 2.0 cm,2.1 kg
155,"Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1920 x 1080 ) Full HD IPS cảm ứng , HD webcam",256GB SSD M.2 NVMe /,32.4 x 22.1 x 1.9 cm,1.7 kg
156,"Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard DDR4 2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD không cảm ứng , Màn hình chống lóa , VGA webcam",512GB SSD M.2 NVMe /,36.02 x 23.49 x 2.29 cm,1.7 kg
157,"Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX330 2GB GDDR5 / Intel UHD Graphics,1 x 4GB Onboard DDR4 2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1920 x 1080 ) Full HD không cảm ứng , Màn hình chống lóa , VGA webcam",1TB HDD 5400RPM,36.02 x 23.49 x 2.29 cm,1.8 kg
158,"Intel Core i5-10210U ( 1.6 GHz - 4.2 GHz / 6MB / 4 nhân, 8 luồng )",,8GB Onboard DDR4 2666MHz,"15.6"" ( 1920 x 1080 ) Full HD IPS không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,35.98 x 23.38 x 1.61 cm,1.7 kg
159,"Intel Core i3-8130U ( 2.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel HD Graphics 620,1 x 4GB Onboard DDR4 2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1920 x 1080 ) Full HD không cảm ứng",256GB SSD M.2 NVMe /,36.34 x 24.75 x 1.99 cm,1.7 kg
160,"Intel Core i5-10210U ( 1.6 GHz - 4.2 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,8GB Onboard LPDDR3 2133MHz Không nâng cấp được ),"14"" ( 1920 x 1080 ) Full HD IPS không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,32 x 20.3 x 1.49 cm,1 kg
161,"AMD Ryzen 7 4800H ( 2.9 GHz - 4.2 GHz / 8MB / 8 nhân, 16 luồng )",NVIDIA GeForce RTX 2060 6GB GDDR6 / AMD Radeon Graphics,2 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD IPS 144Hz , không cảm ứng , Màn hình chống lóa , HD webcam",1TB SSD M.2 NVMe /,35.98 x 25.6 x 2.47 cm,2.3 kg
162,"Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1366 x 768 ) HD SVA không cảm ứng",256GB SSD M.2 NVMe /,35.85 x 24.2 x 1.79 cm,1.7 kg
163,"Microsoft SQ1 2MB / 8 nhân, 8 luồng )",Microsoft SQ1 Adreno 685,8GB Onboard LPDDR4 3733MHz Không nâng cấp được ),"13"" ( 2880 x 1920 ) cảm ứng , HD webcam",128GB SSD /,28.7 x 20.8 x 0.73 cm,0.8 kg
164,"Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,4GB LPDDR4,"12.3"" ( 2736 x 1824 ) cảm ứng , HD webcam",128GB SSD /,29.21 x 20.14 x 0.85 cm,0.8 kg
165,"Intel Core i7-10750H ( 2.6 GHz - 5.0 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1650 4GB GDDR6 / Intel UHD Graphics,1 x 8GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),"17.3"" ( 1920 x 1080 ) Full HD IPS 144Hz , không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,39.77 x 26 x 2.31 cm,2.2 kg
166,"Intel Core i5-10210U ( 1.6 GHz - 4.2 GHz / 6MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX230 2GB GDDR5 / Intel UHD Graphics,1 x 4GB Onboard DDR4 2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 20GB ),"15.6"" ( 1920 x 1080 ) Full HD không cảm ứng , VGA webcam",512GB SSD M.2 NVMe /,36.34 x 25.05 x 1.995 cm,1.7 kg
167,"AMD Ryzen 3 3250U ( 2.6 GHz - 3.5 GHz / 4MB / 2 nhân, 4 luồng )",AMD Radeon Graphics,1 x 4GB Onboard DDR4 2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1920 x 1080 ) Full HD không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,36.34 x 25.05 x 1.99 cm,1.7 kg
168,"Intel Celeron N4020 ( 1.10 GHz - 2.80 GHz / 4MB / 2 nhân, 2 luồng )",Intel UHD Graphics 600,1 x 4GB Onboard DDR4 2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 8GB ),"15.6"" ( 1280 x 720 ) HD không cảm ứng , VGA webcam",256GB SSD M.2 NVMe /,36.34 x 24.75 x 1.99 cm,1.7 kg
169,"Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 4GB Onboard DDR4 2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 20GB ),"15.6"" ( 1920 x 1080 ) Full HD IPS không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,36.34 x 25.05 x 1.795 cm,1.7 kg
170,"AMD Ryzen 5 4600H ( 3.0 GHz - 4.0 GHz / 8MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1650 4GB GDDR6 / AMD Radeon Graphics,1 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD IPS 144Hz , không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,36 x 26.2 x 2.60 cm,2.3 kg
171,"Intel Core i5-10210U ( 1.6 GHz - 4.2 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 8GB DDR4 2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 32GB ),"14"" ( 1920 x 1080 ) Full HD IPS không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,32.2 x 22.2 x 1.59 cm,1.2 kg
172,"Intel Core i5-10210U ( 1.6 GHz - 4.2 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 8GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),"15.6"" ( 1920 x 1080 ) Full HD IPS không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,35.6 x 23.37 x 1.59 cm,1.6 kg
173,"AMD Ryzen 5 4600H ( 3.0 GHz - 4.0 GHz / 8MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1650Ti 4GB GDDR6 / AMD Radeon Graphics,1 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"17.3"" ( 1920 x 1080 ) Full HD IPS 120Hz , không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,39.9 x 26.9 x 2.52 cm,2.6 kg
174,"Intel Core i3-10110U ( 2.1 GHz - 4.1 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard DDR4 2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 20GB ),"14"" ( 1920 x 1080 ) Full HD TN không cảm ứng , Màn hình chống lóa , HD webcam",128GB SSD M.2 NVMe /,32.18 x 22.76 x 1.83 cm,1.5 kg
175,"Intel Core i3-10110U ( 2.1 GHz - 4.1 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"14"" ( 1366 x 768 ) HD SVA không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,22.59 x 32.4 x 1.99 cm,1.5 kg
176,"AMD Ryzen 5 3500U ( 2.1 GHz - 3.7 GHz / 4MB / 4 nhân, 8 luồng )",AMD Radeon Vega 8 Graphics,1 x 4GB Onboard DDR4 ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1920 x 1080 ) Full HD không cảm ứng , Màn hình chống lóa , VGA webcam",256GB SSD M.2 NVMe /,36 x 23.5 x 2.29 cm,1.9 kg
177,"Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard DDR4 2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 20GB ),"15.6"" ( 1920 x 1080 ) Full HD không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,36.34 x 25.05 x 1.79 cm,1.7 kg
178,"Intel Core i5 9300H ( 2.4 GHz - 4.1 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1050 3GB GDDR5 / Intel UHD Graphics 630,1 x 8GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD TN không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,35.8 x 23.9 x 2.0 cm,2 kg
179,"Intel Core i7-9750HF ( 2.6 GHz - 4.5 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1050 3GB GDDR5,1 x 8GB DDR4 2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD IPS không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,36.3 x 25.46 x 2.39 cm,2.2 kg
180,"Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 4GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD TN không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,38 x 25.8 x 1.99 cm,2 kg
181,"Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 4GB DDR4 2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1920 x 1080 ) Full HD IPS không cảm ứng , HD webcam",1TB HDD 5400RPM,32.68 x 22.55 x 1.79 cm,1.6 kg
182,"Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 8GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1366 x 768 ) HD SVA không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,35.85 x 24.2 x 1.79 cm,1.6 kg
183,"Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 8GB DDR4 2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1920 x 1080 ) Full HD IPS không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,32.68 x 22.55 x 1.79 cm,1.6 kg
184,"AMD Ryzen 5 4500U ( 2.3 GHz - 4.0 GHz / 8MB / 6 nhân, 6 luồng )",AMD Radeon Graphics,8GB Onboard LPDDR4 2400MHz Không nâng cấp được ),"14"" ( 1920 x 1080 ) Full HD IPS không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,32.34 x 21.89 x 1.595 cm,1.2 kg
185,"Intel Core i7-10750H ( 2.6 GHz - 5.0 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1650Ti 4GB GDDR6 / Intel UHD Graphics,1 x 8GB DDR4 2933MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD IPS không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,36.34 x 25.5 x 2.39 cm,2.3 kg
186,"Intel Core i3-8145U ( 2.1 GHz - 3.9 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard DDR4 ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1920 x 1080 ) Full HD TN không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,32.50 x 21.60 x 2.31 cm,1.6 kg
187,"Intel Core i5-10300H ( 2.5 GHz - 4.5 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1660Ti 6GB GDDR6 / Intel UHD Graphics,1 x 8GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),"15.6"" ( 1920 x 1080 ) Full HD IPS 144Hz , không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,35.9 x 25.4 x 2.17 cm,1.9 kg
188,"Intel Core i3-8145U ( 2.1 GHz - 3.9 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics 620,1 x 4GB Onboard DDR4 ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD không cảm ứng , HD webcam",1TB HDD 5400RPM,32.2 x 21.2 x 1.9 cm,1.5 kg
189,"AMD Ryzen 5 4600H ( 3.0 GHz - 4.0 GHz / 8MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1650Ti 4GB GDDR6 / AMD Radeon Graphics,1 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD IPS 144Hz , không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,35.98 x 25.6 x 2.28 cm,2 kg
190,"Intel Core i3-8145U ( 2.1 GHz - 3.9 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard DDR4 2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1920 x 1080 ) Full HD không cảm ứng , Màn hình chống lóa , VGA webcam",1TB HDD 5400RPM,36 x 23.5 x 2.29 cm,1.8 kg
191,"Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 4GB Onboard DDR4 2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD không cảm ứng , Màn hình chống lóa , VGA webcam",1TB HDD 5400RPM,32.5 x 21.6 x 2.29 cm,1.6 kg
192,"Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX330 2GB GDDR5 / Intel UHD Graphics,1 x 4GB Onboard DDR4 2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1920 x 1080 ) Full HD không cảm ứng , Màn hình chống lóa , VGA webcam",512GB SSD M.2 NVMe /,36.02 x 23.49 x 2.29 cm,1.7 kg
193,"AMD Ryzen 3 3250U ( 2.6 GHz - 3.5 GHz / 4MB / 2 nhân, 4 luồng )",AMD Radeon Graphics,1 x 4GB Onboard DDR4 2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1920 x 1080 ) Full HD không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,36.34 x 25.05 x 1.99 cm,1.7 kg
194,"Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1920 x 1080 ) Full HD không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,33.9 x 24.19 x 2.1 cm,1.7 kg
195,"Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX230 2GB GDDR5 / Intel UHD Graphics,1 x 8GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,2.2 x 38 x 25.9 cm,1.9 kg
196,"Intel Core i3-10110U ( 2.1 GHz - 4.1 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD TN không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,38 x 25.8 x 2 cm,2 kg
197,"Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 8GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1920 x 1080 ) Full HD IPS không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,33.9 x 24.2 x 2.1 cm,1.8 kg
198,"Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,8GB Onboard DDR4 3200MHz Không nâng cấp được ),"15.6"" ( 1920 x 1080 ) Full HD IPS không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,35.66 x 23.3 x 1.79 cm,1.7 kg
199,"Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard DDR4 2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD IPS không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,32.88 x 23.6 x 1.795 cm,1.5 kg
